rcsb_id,lig_3letter,lig_name,smiles
1ZAF,789,3-BROMO-6-HYDROXY-2-(4-HYDROXYPHENYL)-1H-INDEN-1-ONE,c1cc(ccc1C2=C(c3ccc(cc3C2=O)O)Br)O
1ZGJ,P1S,"(6AR,12AR)-3-(HYDROXYMETHYL)-6H-[1,3]DIOXOLO[5,6][1]BENZOFURO[3,2-C]CHROMEN-6A(12AH)-OL",c1cc2c(cc1CO)OCC3(C2Oc4c3cc5c(c4)OCO5)O
1ZWP,NIM,4-NITRO-2-PHENOXYMETHANESULFONANILIDE,CS(=O)(=O)Nc1ccc(cc1Oc2ccccc2)[N+](=O)[O-]
1ZYJ,BI5,4-PHENOXY-N-(PYRIDIN-2-YLMETHYL)BENZAMIDE,c1ccc(cc1)Oc2ccc(cc2)C(=O)NCc3ccccn3
25C8,GEP,N-METHYL-N-(PARA-GLUTARAMIDOPHENYL-ETHYL)-PIPERIDINIUM ION,C[N+]1(CCCCC1)CCc2ccc(cc2)NC(=O)CCCC(=O)O
2A0C,CK9,2-{[(2-{[(1R)-1-(HYDROXYMETHYL)PROPYL]AMINO}-9-ISOPROPYL-9H-PURIN-6-YL)AMINO]METHYL}PHENOL,CCC(CO)Nc1nc(c2c(n1)n(cn2)C(C)C)NCc3ccccc3O
2A3I,C0R,CORTICOSTERONE,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O
2AJL,JNH,1-[2-(S)-AMINO-3-BIPHENYL-4-YL-PROPIONYL]-PYRROLIDINE-2-(S)-CARBONITRILE,c1ccc(cc1)c2ccc(cc2)CC(C(=O)N3CCCC3CN)N
2AJX,TGN,3-(HYDROXY-PHENYL-PHOSPHINOYLOXY)-8-METHYL-8-AZA-BICYCLO[3.2.1]OCTANE-2-CARBOXYLIC ACID METHYL ESTER,CN1C2CCC1C(C(C2)OP(=O)(c3ccccc3)O)C(=O)OC
2AMB,17H,"17-HYDROXY-18A-HOMO-19-NOR-17ALPHA-PREGNA-4,9,11-TRIEN-3-ONE",CCC1(CCC2C1(C=CC3=C4CCC(=O)C=C4CCC23)CC)O
2ATI,IHU,N-(2-CHLORO-4-FLUOROBENZOYL)-N'-(5-HYDROXY-2-METHOXYPHENYL)UREA,COc1ccc(cc1NC(=O)NC(=O)c2ccc(cc2Cl)F)O
2AUX,CT1,(1R)-2-METHYL-1-(PHENYLMETHYL)PROPYL[(1S)-1-FORMYLPENTYL]CARBAMATE,CCCCC(C=O)NC(=O)OC(Cc1ccccc1)C(C)C
2AX9,BHM,(R)-3-BROMO-2-HYDROXY-2-METHYL-N-[4-NITRO-3-(TRIFLUOROMETHYL)PHENYL]PROPANAMIDE,CC(CBr)(C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-])O
2B7A,IZA,"2-TERT-BUTYL-9-FLUORO-3,6-DIHYDRO-7H-BENZ[H]-IMIDAZ[4,5-F]ISOQUINOLINE-7-ONE",CC(C)(C)c1[nH]c2c3c(c4cc(ccc4c2n1)F)C(=O)NC=C3
2BAL,PQA,[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL][3-(PIPERIDIN-4-YLOXY)PHENYL]METHANONE,c1cc(cc(c1)OC2CCNCC2)C(=O)c3cnn(c3N)c4ccc(cc4)F
2BGD,T1D,"5-(4-METHOXYBIPHENYL-3-YL)-1,2,5-THIADIAZOLIDIN-3-ONE 1,1-DIOXIDE",COc1ccc(cc1N2CC(=O)NS2(=O)=O)c3ccccc3
2BHE,BRY,"(2Z)-5'-BROMO-2,3'-BIINDOLE-2',3(1H,1'H)-DIONE AMMONIATE",c1ccc2c(c1)C(=O)C(=C3c4cc(ccc4NC3=O)Br)N2
2BPM,529,(2S)-N-[(3Z)-5-CYCLOPROPYL-3H-PYRAZOL-3-YLIDENE]-2-[4-(2-OXOIMIDAZOLIDIN-1-YL)PHENYL]PROPANAMIDE,CC(c1ccc(cc1)N2CCNC2=O)C(=O)N=C3C=C(N=N3)C4CC4
2BR1,PFP,"2-[5,6-BIS-(4-METHOXY-PHENYL)-FURO[2,3-D]PYRIMIDIN-4-YLAMINO]-ETHANOL",COc1ccc(cc1)c2c3c(ncnc3oc2c4ccc(cc4)OC)NCCO
2BRB,PFQ,"2-[(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)AMINO]ETHANOL",c1ccc(cc1)c2c3c(ncnc3oc2c4ccccc4)NCCO
2BRC,CT5,"4-[4-(2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)-3-METHYL-1H-PYRAZOL-5-YL]-6-ETHYLBENZENE-1,3-DIOL",CCc1cc(c(cc1O)O)c2c(c(n[nH]2)C)c3ccc4c(c3)OCCO4
2BRE,KJ2,"4-{4-[4-(3-AMINOPROPOXY)PHENYL]-1H-PYRAZOL-5-YL}-6-CHLOROBENZENE-1,3-DIOL",c1cc(ccc1c2cn[nH]c2c3cc(c(cc3O)O)Cl)OCCCN
2BRG,DFY,"(5,6-DIPHENYL-FURO[2,3-D]PYRIMIDIN-4-YLAMINO)-ACETIC",CN(CCO)c1c2c(c(oc2ncn1)c3ccccc3)c4ccccc4
2BRH,DFW,"N-(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)GLYCINE",c1ccc(cc1)c2c3c(ncnc3oc2c4ccccc4)NCC(=O)O
2BRM,DFZ,"3-AMINO-3-BENZYL-[4.3.0]BICYCLO-1,6-DIAZANONAN-2-ONE",c1ccc(cc1)c2c3c([nH]c2c4ccccc4)ncnc3NCCO
2BRO,DF2,"(2R)-3-{[(4Z)-5,6-DIPHENYL-6,7-DIHYDRO-4H-PYRROLO[2,3-D]PYRIMIDIN-4-YLIDENE]AMINO}PROPANE-1,2-DIOL",c1ccc(cc1)c2c3c([nH]c2c4ccccc4)ncnc3NCC(CO)O
2BSM,BSM,"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)-1H-PYRAZOLE-3-CARBOXAMIDE",CCNC(=O)c1c(c([nH]n1)c2cc(c(cc2O)O)Cl)c3ccc(cc3)OC
2BU2,TF1,"4-({(2R,5S)-2,5-DIMETHYL-4-[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]PIPERAZIN-1-YL}CARBONYL)BENZONITRILE",CC1CN(C(CN1C(=O)C(C)(C(F)(F)F)O)C)C(=O)c2ccc(cc2)C#N
2BU7,TF3,N-(2-AMINOETHYL)-2-{3-CHLORO-4-[(4-ISOPROPYLBENZYL)OXY]PHENYL} ACETAMIDE,CC(C)c1ccc(cc1)COc2ccc(cc2Cl)CC(=O)NCCN
2BYH,2D7,"N-(4-ACETYLPHENYL)-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE",CC(=O)c1ccc(cc1)NC(=O)c2cn[nH]c2c3cc(c(cc3O)O)Cl
2C1P,FNZ,"4-[(1S,2R)-3-(4-FLUOROPHENYL)-2-HYDROXY-1-(1H-1,2,4-TRIAZOL-1-YL)PROPYL]BENZONITRILE",c1cc(ccc1CC(C(c2ccc(cc2)C#N)n3cncn3)O)F
2C3I,IYZ,"1-(3-{6-[(CYCLOPROPYLMETHYL)AMINO]IMIDAZO[1,2-B]PYRIDAZIN-3-YL}PHENYL)ETHANONE",CC(=O)c1cccc(c1)c2cnc3n2nc(cc3)NCC4CC4
2C5Y,MTW,"HYDROXY(OXO)(3-{[(2Z)-4-[3-(1H-1,2,4-TRIAZOL-1-YLMETHYL)PHENYL]PYRIMIDIN-2(5H)-YLIDENE]AMINO}PHENYL)AMMONIUM",c1cc(cc(c1)C2=NC(=Nc3cccc(c3)[N+](=O)[O-])N=CC2)Cn4cncn4
2C68,CT6,"(5Z)-5-(3-BROMOCYCLOHEXA-2,5-DIEN-1-YLIDENE)-N-(PYRIDIN-4-YLMETHYL)-1,5-DIHYDROPYRAZOLO[1,5-A]PYRIMIDIN-7-AMINE",c1cc(cc(c1)Br)c2cc([n+]3c(n2)cc[nH]3)NCc4ccncc4
2C69,CT8,"(5Z)-5-(3-BROMOCYCLOHEXA-2,5-DIEN-1-YLIDENE)-N-(PYRIDIN-4-YLMETHYL)-1,5-DIHYDRO[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-AMINE",c1cc(cc(c1)Br)c2cc([n+]3c(n2)nc[nH]3)NCc4ccncc4
2C6K,DT2,"4-{[5-(CYCLOHEXYLAMINO)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE",c1cc(ccc1Nc2cc(nc3n2ncn3)NC4CCCCC4)S(=O)(=O)N
2C6M,DT5,"4-{[5-(CYCLOHEXYLOXY)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE",c1cc(ccc1Nc2cc(nc3n2ncn3)OC4CCCCC4)S(=O)(=O)N
2C8Y,C3M,"N-[(2R,3S)-3-AMINO-2-HYDROXY-4-PHENYLBUTYL]NAPHTHALENE-2-SULFONAMIDE",c1ccc(cc1)CC(C(CNS(=O)(=O)c2ccc3ccccc3c2)O)N
2C93,C4M,"N-[(2R,3S)-3-AMINO-2-HYDROXY-4-PHENYLBUTYL]-4-METHOXY-2,3,6-TRIMETHYLBENZENESULFONAMIDE",Cc1cc(c(c(c1S(=O)(=O)NCC(C(Cc2ccccc2)N)O)C)C)OC
2CDZ,23D,"N2-[(1R,2S)-2-AMINOCYCLOHEXYL]-N6-(3-CHLOROPHENYL)-9-ETHYL-9H-PURINE-2,6-DIAMINE",CCn1cnc2c1nc(nc2Nc3cccc(c3)Cl)NC4CCCCC4N
2CGF,P2N,"(5Z)-13-CHLORO-14,16-DIHYDROXY-3,4,7,8,9,10-HEXAHYDRO-1H-2-BENZOXACYCLOTETRADECINE-1,11(12H)-DIONE",c1c(c2c(c(c1O)Cl)CC(=O)CCCCC=CCCOC2=O)O
2CGR,GAS,N-(P-CYANOPHENYL)-N'-DIPHENYLMETHYL-GUANIDINE-ACETIC ACID,c1ccc(cc1)C(c2ccccc2)NC(=NCC(=O)O)Nc3ccc(cc3)C#N
2CHX,090,"N-(2,3-DIHYDRO-7,8-DIMETHOXYIMIDAZO[1,2-C] QUINAZOLIN-5-YL)NICOTINAMIDE",COc1ccc2c(c1OC)nc([n+]3c2[nH]cc3)NC(=O)c4cccnc4
2CJF,RP4,"(1S,4S,5S)-1,4,5-TRIHYDROXY-3-[3-(PHENYLTHIO)PHENYL]CYCLOHEX-2-ENE-1-CARBOXYLIC ACID",c1ccc(cc1)Sc2cccc(c2)C3=CC(CC(C3O)O)(C(=O)O)O
2DCB,76V,"N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ISOLEUCINE",CCC(C)C(C(=O)NC(C(C)CC)C(=O)O)NC(=O)C1C(O1)C(=O)OCC
2E9U,A25,"18-CHLORO-11,12,13,14-TETRAHYDRO-1H,10H-8,4-(AZENO)-9,15,1,3,6-BENZODIOXATRIAZACYCLOHEPTADECIN-2-ONE",c1cc2c(cc1Cl)NC(=O)Nc3cncc(n3)OCCCCCO2
2EK9,BES,2-(3-AMINO-2-HYDROXY-4-PHENYL-BUTYRYLAMINO)-4-METHYL-PENTANOIC ACID,CC(C)CC(C(=O)O)NC(=O)C(C(Cc1ccccc1)N)O
2ETM,7PY,"7-PYRIDIN-2-YL-N-(3,4,5-TRIMETHOXYPHENYL)-7H-PYRROLO[2,3-D]PYRIMIDIN-2-AMINE",COc1cc(cc(c1OC)OC)Nc2ncc3ccn(c3n2)c4ccccn4
2F7D,NOQ,"(1R,2R)-N-(2-AMINOETHYL)-2-{[(4-METHOXYPHENYL)SULFONYL]METHYL}CYCLOHEXANECARBOXAMIDE",COc1ccc(cc1)S(=O)(=O)CC2CCCCC2C(=O)NCCN
2F7E,2EA,(1S)-2-(1H-INDOL-3-YL)-1-{[(5-ISOQUINOLIN-6-YLPYRIDIN-3-YL)OXY]METHYL}ETHYLAMINE,c1ccc2c(c1)C(C=N2)CC(COc3cc(cnc3)c4ccc5cnccc5c4)N
2F7X,4EA,(1S)-2-(1H-INDOL-3-YL)-1-[({5-[(E)-2-PYRIDIN-4-YLVINYL]PYRIDIN-3-YL}OXY)METHYL]ETHYLAMINE,c1ccc2c(c1)c(c[nH]2)CC(COc3cc(cnc3)C=Cc4ccncc4)N
2FL2,N4T,"(1S)-1-CYCLOPROPYL-2-[(2S)-4-(2,5-DIFLUOROPHENYL)-2-PHENYL-2,5-DIHYDRO-1H-PYRROL-1-YL]-2-OXOETHANAMINE",c1ccc(cc1)C2C=C(CN2C(=O)C(C3CC3)N)c4cc(ccc4F)F
2FL6,N5T,"(2S)-4-(2,5-DIFLUOROPHENYL)-N,N-DIMETHYL-2-PHENYL-2,5-DIHYDRO-1H-PYRROLE-1-CARBOXAMIDE",CN(C)C(=O)N1CC(=CC1c2ccccc2)c3cc(ccc3F)F
2FLB,6NH,2-(4-HYDROXY-5-PHENYL-1H-PYRAZOL-3-YL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE,[H]N=C(c1ccc2c(c1)nc([nH]2)c3c(c([nH]n3)c4ccccc4)O)N
2FLR,7NH,"[2'-HYDROXY-3'-(1H-PYRROLO[3,2-C]PYRIDIN-2-YL)-BIPHENYL-3-YLMETHYL]-UREA",c1cc(cc(c1)c2cccc(c2O)c3cc4cnccc4[nH]3)CNC(=O)N
2FME,3QC,"(4R)-4-(3-HYDROXYPHENYL)-N,N,7,8-TETRAMETHYL-3,4-DIHYDROISOQUINOLINE-2(1H)-CARBOXAMIDE",Cc1ccc2c(c1C)CN(CC2c3cccc(c3)O)C(=O)N(C)C
2FYU,FDN,"(5S)-3-ANILINO-5-(2,4-DIFLUOROPHENYL)-5-METHYL-1,3-OXAZOLIDINE-2,4-DIONE",CC1(C(=O)N(C(=O)O1)Nc2ccccc2)c3ccc(cc3F)F
2FZH,DH1,"2,4-DIAMINO-5-[2-METHOXY-5-(4-CARBOXYBUTYLOXY)BENZYL]PYRIMIDINE",COc1ccc(cc1Cc2cnc(nc2N)N)OCCCCC(=O)O
2FZI,DH3,"2,4-DIAMINO-5-[3',4'-DIMETHOXY-5'-(5-CARBOXYL-1-PENTYNYL)]BENZYL PYRIMIDINE",COc1cc(cc(c1OC)C#CCCCC(=O)O)Cc2cnc(nc2N)N
2G21,L1B,"7-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-1-(3-METHOXYPROPYL)QUINOLINIUM",CCc1c(c(nc(n1)N)N)c2ccc3ccc[n+](c3c2)CCCOC
2G24,7IG,"5-{4-[(3,5-DIFLUOROBENZYL)AMINO]PHENYL}-6-ETHYLPYRIMIDINE-2,4-DIAMINE",CCc1c(c(nc(n1)N)N)c2ccc(cc2)NCc3cc(cc(c3)F)F
2G5T,ACF,"3-{[(2R,5S)-5-{[(2S)-2-(AMINOMETHYL)PYRROLIDIN-1-YL]CARBONYL}PYRROLIDIN-2-YL]METHOXY}-4-CHLOROBENZOIC ACID",c1cc(c(cc1C(=O)O)OCC2CCC(N2)C(=O)N3CCCC3CN)Cl
2GFK,VII,"2,5-DIPHENYLFURAN-3,4-DICARBOXYLIC ACID",c1ccc(cc1)c2c(c(c(o2)c3ccccc3)C(=O)O)C(=O)O
2GFS,PQB,"[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL](3-{[(2R)-2,3-DIHYDROXYPROPYL]OXY}PHENYL)METHANONE",c1cc(cc(c1)OCC(CO)O)C(=O)c2cnn(c2N)c3ccc(cc3)F
2GJ4,2TH,"2-CHLORO-N-[(1R,2R)-1-HYDROXY-2,3-DIHYDRO-1H-INDEN-2-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE",c1ccc2c(c1)CC(C2O)NC(=O)c3cc4cc(sc4[nH]3)Cl
2GM9,3TH,"2-CHLORO-N-[(3R)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE",c1ccc2c(c1)CC(C(=O)N2)NC(=O)c3cc4cc(sc4[nH]3)Cl
2GSS,EAA,ETHACRYNIC ACID,CCC(=C)C(=O)c1ccc(c(c1Cl)Cl)OCC(=O)O
2H4G,694,4-BROMO-3-(CARBOXYMETHOXY)-5-(4-HYDROXYPHENYL)THIOPHENE-2-CARBOXYLIC ACID,c1cc(ccc1c2c(c(c(s2)C(=O)O)OCC(=O)O)Br)O
2H4K,509,4-BROMO-3-(CARBOXYMETHOXY)-5-PHENYLTHIOPHENE-2-CARBOXYLIC ACID,c1ccc(cc1)c2c(c(c(s2)C(=O)O)OCC(=O)O)Br
2H8P,B3H,(2S)-2-(BUTYRYLOXY)-3-HYDROXYPROPYL NONANOATE,CCCCCCCCC(=O)OCC(CO)OC(=O)CCC
2HHA,3TP,"(2S,3S)-3-{3-[4-(METHYLSULFONYL)PHENYL]-1,2,4-OXADIAZOL-5-YL}-1-OXO-1-PYRROLIDIN-1-YLBUTAN-2-AMINE",CC(c1nc(no1)c2ccc(cc2)S(=O)(=O)C)C(C(=O)N3CCCC3)N
2HWH,RNA,"4-METHYL-N-{(5E)-5-[(5-METHYL-2-FURYL)METHYLENE]-4-OXO-4,5-DIHYDRO-1,3-THIAZOL-2-YL}BENZENESULFONAMIDE",Cc1ccc(cc1)S(=O)(=O)NC2=NC(=O)C(=Cc3ccc(o3)C)S2
2HWP,DJK,N-[4-(3-BROMO-PHENYLAMINO)-QUINAZOLIN-6-YL]-ACRYLAMIDE,C=CC(=O)Nc1ccc2c(c1)c(ncn2)Nc3cccc(c3)Br
2HXL,422,3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)-1H-INDAZOLE-6-CARBONITRILE,c1cc2c(cc1CN3CCC(CC3)CN)cc([nH]2)c4c5ccc(cc5[nH]n4)C#N
2HXM,302,"4-[(1E,7E)-8-(2,6-DIOXO-1,2,3,6-TETRAHYDROPYRIMIDIN-4-YL)-3,6-DIOXA-2,7-DIAZAOCTA-1,7-DIEN-1-YL]BENZOIC ACID",c1cc(ccc1C=NOCCON=CC2=CC(=O)NC(=O)N2)C(=O)O
2HXQ,373,3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)QUINOLIN-2(1H)-ONE,c1ccc2c(c1)C=C(C(=O)N2)c3cc4cc(ccc4[nH]3)CN5CCC(CC5)CN
2HXZ,H7J,"N-[(1S)-1-{1-[(1R,3E)-1-ACETYLPENT-3-EN-1-YL]-1H-1,2,3-TRIAZOL-4-YL}-1,2-DIMETHYLPROPYL]BENZAMIDE",CC=CCC(C(=O)C)n1cc(nn1)C(C)(C(C)C)NC(=O)c2ccccc2
2IHQ,LG7,"4-[(7R,7AS)-7-HYDROXY-1,3-DIOXOTETRAHYDRO-1H-PYRROLO[1,2-C]IMIDAZOL-2(3H)-YL]-1-NAPHTHONITRILE",c1ccc2c(c1)c(ccc2N3C(=O)C4C(CCN4C3=O)O)C#N
2IJN,221,"(2R,3R)-3-{[3,5-BIS(TRIFLUOROMETHYL)PHENYL]AMINO}-2-CYANO-3-THIOXOPROPANAMIDE",c1c(cc(cc1C(F)(F)F)NC(C(C#N)C(=O)N)S)C(F)(F)F
2IKJ,393,(5-CHLORO-2-{[(3-NITROBENZYL)AMINO]CARBONYL}PHENOXY)ACETIC ACID,c1cc(cc(c1)[N+](=O)[O-])CNC(=O)c2ccc(cc2OCC(=O)O)Cl
2IN6,839,"3-(9-HYDROXY-1,3-DIOXO-4-PHENYL-2,3-DIHYDROPYRROLO[3,4-C]CARBAZOL-6(1H)-YL)PROPANOIC ACID",c1ccc(cc1)c2cc3c(c4cc(ccc4n3CCC(=O)O)O)c5c2C(=O)NC5=O
2IWX,M1S,"(5E)-14-CHLORO-15,17-DIHYDROXY-4,7,8,9,10,11-HEXAHYDRO-2-BENZOXACYCLOPENTADECINE-1,12(3H,13H)-DIONE",c1c(c2c(c(c1O)Cl)CC(=O)CCCCCC=CCCOC2=O)O
2IZU,P01,2-({6-[(3-CHLOROPHENYL)AMINO]-9-ISOPROPYL-9H-PURIN-2-YL}AMINO)-3-METHYLBUTAN-1-OL,CC(C)C(CO)Nc1nc(c2c(n1)n(cn2)C(C)C)Nc3cccc(c3)Cl
2JAV,5Z5,"5-[(Z)-(5-CHLORO-2-OXO-1,2-DIHYDRO-3H-INDOL-3-YLIDENE)METHYL]-N-(DIETHYLAMINO)ETHYL]-2,4-DIMETHYL-1H-PYRROLE-3-CARBOXAMIDE",Cc1c([nH]c(c1C(=O)NC)C)C=C2c3cc(ccc3NC2=O)Cl
2JC6,QPP,N-(5-METHYL-1H-PYRAZOL-3-YL)-2-PHENYLQUINAZOLIN-4-AMINE,Cc1cc(n[nH]1)Nc2c3ccccc3nc(n2)c4ccccc4
2JDR,L20,(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE,Cc1c2cc(ccc2[nH]n1)c3cc(cnc3)OCC(Cc4c[nH]c5c4cccc5)N
2JIY,U10,UBIQUINONE-10,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
2JJ3,JJ3,"(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-6-(METHOXYMETHYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL",COCc1cc(cc2c1OC(C3C2CCC3)c4ccc(cc4)O)O
2NTA,521,"5-(4-CHLORO-5-PHENYL-3-THIENYL)-1,2,5-THIADIAZOLIDIN-3-ONE 1,1-DIOXIDE",c1ccc(cc1)c2c(c(cs2)N3CC(=O)NS3(=O)=O)Cl
2OBJ,VRV,"6-(5-BROMO-2-HYDROXYPHENYL)-2-OXO-4-PHENYL-1,2-DIHYDROPYRIDINE-3-CARBONITRILE",c1ccc(cc1)C2=C(C(=O)NC(=C2)c3cc(ccc3O)Br)C#N
2OGZ,U1N,4-[(3R)-3-{[2-(4-FLUOROPHENYL)-2-OXOETHYL]AMINO}BUTYL]BENZAMIDE,CC(CCc1ccc(cc1)C(=O)N)NCC(=O)c2ccc(cc2)F
2OH0,2PY,(2S)-1-{[5-(1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}-3-[(7AS)-7AH-INDOL-3-YL]PROPAN-2-AMINE,c1cc2c(cc1c3cc(cnc3)OCC(CC4=C5C=CC=CC5N=C4)N)cn[nH]2
2OJ9,BMI,3-[5-(1H-IMIDAZOL-1-YL)-7-METHYL-1H-BENZIMIDAZOL-2-YL]-4-[(PYRIDIN-2-YLMETHYL)AMINO]PYRIDIN-2(1H)-ONE,Cc1cc(cc2c1[nH]c(n2)C3=C(C=CNC3=O)NCc4ccccn4)n5ccnc5
2OJF,4PY,"(2S)-1-(6H-INDOL-3-YL)-3-{[5-(7H-PYRAZOLO[3,4-C]PYRIDIN-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE",c1c(cncc1OCC(CC2=C3C=CCC=C3N=C2)N)C4=NCC5=NN=CC5=C4
2OPH,277,"N-(TRANS-4-{(1S,2S)-2-AMINO-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-1-METHYL-3-OXOPROPYL}CYCLOHEXYL)-N-METHYLACETAMIDE",CC(C1CCC(CC1)N(C)C(=O)C)C(C(=O)N2CCC(C2)F)N
2OT1,N3P,N-(4-CHLOROPHENYL)-3-(PHOSPHONOOXY)NAPHTHALENE-2-CARBOXAMIDE,c1ccc2cc(c(cc2c1)C(=O)Nc3ccc(cc3)Cl)OP(=O)(O)O
2P33,J07,4-{[5-chloro-4-(1H-indol-3-yl)pyrimidin-2-yl]amino}-N-ethylpiperidine-1-carboxamide,CCNC(=O)N1CCC(CC1)Nc2ncc(c(n2)c3c[nH]c4c3cccc4)Cl
2PDG,47D,"{3-[(5-CHLORO-1,3-BENZOTHIAZOL-2-YL)METHYL]-2,4-DIOXO-3,4-DIHYDROPYRIMIDIN-1(2H)-YL}ACETIC ACID",c1cc2c(cc1Cl)nc(s2)CN3C(=O)C=CN(C3=O)CC(=O)O
2PIP,K10,"1-TERT-BUTYL-3-(2,5-DIMETHYLBENZYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4-AMINE",Cc1ccc(c(c1)Cc2c3c(ncnc3n(n2)C(C)(C)C)N)C
2PKS,G44,4-({[4-(3-METHYLBENZOYL)PYRIDIN-2-YL]AMINO}METHYL)BENZENECARBOXIMIDAMIDE,[H]N=C(c1ccc(cc1)CNc2cc(ccn2)C(=O)c3cccc(c3)C)N
2PU2,DK2,"2-[(1R)-1-CARBOXY-2-(4-HYDROXYPHENYL)ETHYL]-1,3-DIOXOISOINDOLINE-5-CARBOXYLIC ACID",c1cc(ccc1CC(C(=O)O)N2C(=O)c3ccc(cc3C2=O)C(=O)O)O
2PVH,P19,"N,N'-DIPHENYLPYRAZOLO[1,5-A][1,3,5]TRIAZINE-2,4-DIAMINE",c1ccc(cc1)Nc2nc3ccnn3c(n2)Nc4ccccc4
2PVJ,P44,"2-(CYCLOHEXYLMETHYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",c1ccc(cc1)Nc2nc(nc3n2ncc3C#N)NCC4CCCCC4
2PVK,P45,"2-(4-CHLOROBENZYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",c1ccc(cc1)Nc2nc(nc3n2ncc3C#N)NCc4ccc(cc4)Cl
2PVL,P55,"2-(4-ETHYLPIPERAZIN-1-YL)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",CCN1CCN(CC1)c2nc3c(cnn3c(n2)Nc4ccccc4)C#N
2PVN,P63,"N-(3-(8-CYANO-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZIN-2-YLAMINO)PHENYL)ACETAMIDE",CC(=O)Nc1cccc(c1)Nc2nc3c(cnn3c(n2)Nc4ccccc4)C#N
2Q0U,LAB,LATRUNCULIN B,CC1CCC2CC(CC(O2)(C3CSC(=O)N3)O)OC(=O)C=C(CCC=C1)C
2Q70,DC8,"(3AS,4R,9BR)-2,2-DIFLUORO-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL",c1cc(ccc1C2C3CC(CC3c4cc(ccc4O2)O)(F)F)O
2QC6,G12,"3,8-DIBROMO-7-HYDROXY-4-METHYL-2H-CHROMEN-2-ONE",CC1=C(C(=O)Oc2c1ccc(c2Br)O)Br
2QG2,A91,"3-({2-[(2-AMINO-6-METHYLPYRIMIDIN-4-YL)ETHYNYL]BENZYL}AMINO)-1,3-OXAZOL-2(3H)-ONE",Cc1cc(nc(n1)N)C#Cc2ccccc2CNN3C=COC3=O
2QGT,EED,"(9BETA,11ALPHA,13ALPHA,14BETA,17ALPHA)-11-(METHOXYMETHYL)ESTRA-1(10),2,4-TRIENE-3,17-DIOL",CC12CC(C3c4ccc(cc4CCC3C1CCC2O)O)COC
2QOH,P3Y,"5-[3-(2-METHOXYPHENYL)-1H-PYRROLO[2,3-B]PYRIDIN-5-YL]-N,N-DIMETHYLPYRIDINE-3-CARBOXAMIDE",CN(C)C(=O)c1cc(cnc1)c2cc3c(c[nH]c3nc2)c4ccccc4OC
